year,month,county,abrState,name,CAT,recovery,numInMonth,numInSeason,recoverCount,prevProd,Production,vmax,mslp,time,takeupTotal,ratePoverty,houseMedianValue,houseOccupied,houseTotal,sumBuildingCoverage,policyCount
2011,8,Grafton County,NH,irene,EX,2,1,1,1,48904.209,56529.259,45,982,0.75,0.002683028,5.4,209900,34498,50689,18857900,136
2017,10,Grafton County,NH,nate,EX,2,1,1,1,60081.655,61595.942,25,1006,1.211538462,0.000706822,6.2,542,34856,52347,4876100,37
2011,8,Atlantic County,NJ,irene,TS,3,1,1,1,3248.329,3245.907,60,959,4,0.076283193,9.6,256600,101418,126345,1759024300,9638
2012,10,Atlantic County,NJ,sandy,EX,3,1,1,1,4032.417,4001.006,70,945.5,4,0.058261843,10.1,248100,101018,126824,1357984700,7389
2012,10,Gloucester County,NJ,sandy,EX,2,1,1,1,103567.604,93062.251,70,955,1,0.00323068,5.3,232400,104091,109884,63416400,355
2011,8,Monmouth County,NJ,irene,TS,8,1,1,1,6354.849,5928.756,55,963,1.5,0.01671706,4.8,413500,233120,257641,835854300,4307
2011,8,Ocean County,NJ,irene,TS,13,1,1,1,611050.22,488840.184,60,962,1,0.041218101,6.6,284100,222863,277087,2367702900,11421
2012,10,Salem County,NJ,sandy,EX,3,1,1,1,2599816.609,2142119.96,70,955,1,0.01844225,8.6,197200,24950,27437,76313800,506
2017,10,Allegany County,NY,nate,EX,4,1,1,1,9019.724,6253.345,25,1005,0.545454545,0.00102568,11.7,6,18124,26324,1687700,27
2011,8,Bronx County,NY,irene,TS,2,1,1,1,25637.263,35257.098,55,968,0.555555556,0.001013342,26,391300,471923,511180,94990800,518
2017,10,Cattaraugus County,NY,nate,EX,4,1,1,1,14370,7587,25,1005,0.545454545,0.000772369,11.1,32,31723,41431,3233200,32
2017,10,Cayuga County,NY,nate,EX,6,1,1,1,1129.771,933.413,25,1005,0.545454545,0.000650724,8.4,117,31428,36882,2188800,24
2017,10,Chautauqua County,NY,nate,EX,3,1,1,1,14775.854,12647.672,25,1005,0.545454545,0.000489454,13.4,139,52983,67422,3422100,33
2018,9,Columbia County,NY,florence,EX,3,1,1,1,1626.805,1510.038,25,1006,0.545454545,0.000329479,6.9,559,25243,33386,1927000,11
2011,8,Dutchess County,NY,irene,TS,96,1,1,1,5383.603,4921.664,55,968,0.555555556,0.002408147,6.2,314500,107151,117933,51330000,284
2018,9,Dutchess County,NY,florence,EX,11,1,2,86,5383.603,3144.139,25,1006,0.545454545,0.000381831,6.1,1024,107347,120472,8599400,46
2017,10,Essex County,NY,nate,EX,2,1,1,1,17855.031,21942.643,25,1006,0.461538462,0.000306349,5.6,160,15257,26114,1176700,8
2017,10,Herkimer County,NY,nate,EX,2,1,1,1,27036.74,31482.251,25,1006,0.461538462,0.000593014,10.3,119,25187,33726,1316300,20
2011,8,Kings County,NY,irene,TS,24,1,1,1,267941.701,218303.626,55,965,1.055555556,0.002776382,18.9,570800,907785,993379,580658900,2758
2017,10,Madison County,NY,nate,EX,2,1,1,1,11981.995,16006.34,25,1006,0.461538462,0.000809036,7.8,113,26307,32137,2892000,26
2017,10,Oneida County,NY,nate,EX,2,1,1,1,27314.974,25859.545,25,1006,0.461538462,0.00042858,12,211,90472,104998,5224600,45
2017,10,Onondaga County,NY,nate,EX,10,1,1,1,43304.072,28022.306,25,1005,1.006993007,0.00049829,10.1,592,185840,206707,13907300,103
2017,10,Ontario County,NY,nate,EX,2,1,1,1,6699.61,6633.231,25,1005,0.545454545,0.000399409,6.3,262,44269,50074,3657400,20
2017,10,Oswego County,NY,nate,EX,3,1,1,1,2380423.97,2476009.613,25,1006,0.461538462,0.000405127,13.1,104,45881,54304,2317300,22
2011,8,Putnam County,NY,irene,TS,2,1,1,1,0,0,55,968,0.555555556,0.003519555,2.8,406000,34998,38073,26166400,134
2011,8,Queens County,NY,irene,TS,12,1,1,1,1897122.761,1527051.553,55,968,0.555555556,0.003501316,11.1,474000,773130,833401,539070000,2918
2017,10,Seneca County,NY,nate,EX,3,1,1,1,11123.756,10667.573,25,1005,0.545454545,0.000491008,7.1,52,13536,16293,1152600,8
2013,6,Suffolk County,NY,andrea,EX,2,1,1,1,785351.644,838615.153,40,998,1,0.016270318,4.6,383400,497347,569196,2104602900,9261
2018,9,Sullivan County,NY,florence,EX,3,1,1,1,16440.445,15153.015,25,1006,0.545454545,0.000336921,10.6,119,27890,50457,2482400,17
2018,9,Ulster County,NY,florence,EX,3,1,1,1,8924.101,8281.029,25,1006,0.545454545,0.000447723,8,644,69539,84874,9035300,38
2017,10,Warren County,NY,nate,EX,2,1,1,1,13168.744,9086.151,25,1006,0.461538462,0.000278066,6.5,573,27249,39559,1651000,11
2011,8,Westchester County,NY,irene,TS,3,1,1,1,1553606.726,1543778.292,55,968,0.555555556,0.004960068,6.4,547000,345908,369753,397475500,1834
2017,10,Yates County,NY,nate,EX,4,1,1,1,29746,0,25,1005,0.545454545,0.00159756,8.5,87,9338,13771,3560300,22
2012,10,Adams County,PA,sandy,EX,4,1,1,1,468632.581,366636.988,55,972,1.2,0.002057462,5.6,204000,38291,40827,11937900,84
2012,10,Allegheny County,PA,sandy,EX,46,1,1,1,709496.082,572576.968,40,990,1,0.001149072,8.8,120300,524392,589171,74855300,677
2012,10,Armstrong County,PA,sandy,EX,3,1,1,1,537799.537,412139.407,40,990,1,0.002829289,9,92300,28724,32517,8395300,92
2012,10,Blair County,PA,sandy,EX,2,1,1,1,24662.439,35506.802,50,983,1.2,0.004496818,9.4,103700,51490,56262,23095500,253
2018,9,Blair County,PA,florence,EX,2,1,1,1,23394.917,25061.44,25,1007,0.461538462,0.000369933,10.6,136,51625,56767,1664600,21
2012,10,Cambria County,PA,sandy,EX,2,1,1,1,193155.243,183116.439,40,986,2.2,0.002863845,9.8,87300,58502,65646,10668300,188
2018,9,Cambria County,PA,florence,EX,3,1,1,1,202086.925,162299.054,25,1007,0.461538462,0.000227694,10.4,88,56793,65878,965400,15
2018,9,Centre County,PA,florence,EX,2,1,1,1,4625.34,2437.48,25,1007,0.461538462,9.05E-05,5.5,310,57908,66312,678000,6
2012,10,Chester County,PA,sandy,EX,7,1,1,1,1722.026,1674.938,70,955,1,0.001903702,4.1,329700,183793,192257,68132300,366
2012,10,Cumberland County,PA,sandy,EX,3,1,1,1,4748.288,4557.739,55,972,1.2,0.00270411,5.2,183500,94776,99848,32953700,270
2018,9,Fayette County,PA,florence,EX,2,1,1,1,452749.903,459256.204,25,1007,0.461538462,0.000188475,13.1,175,54511,63669,766700,12
2012,10,Franklin County,PA,sandy,EX,4,1,1,1,5289.615,4748.96,50,978,2.4,0.001045859,7,178200,58044,63106,10265900,66
2012,10,Huntingdon County,PA,sandy,EX,2,1,1,1,3114.304,5271.216,50,983,1.2,0.004562534,8.4,112800,16882,22356,8562600,102
2018,9,Huntingdon County,PA,florence,EX,2,1,1,1,10202.815,11737.156,25,1007,0.461538462,0.0002651,9.5,93,16808,22633,352200,6
2012,10,Indiana County,PA,sandy,EX,3,1,1,1,1961062.684,1949705.694,40,990,1,0.001987448,10,104600,34483,38240,7076600,76
2018,9,Lackawanna County,PA,florence,EX,3,1,1,1,493271.785,530218.132,25,1006,0.545454545,0.000160547,10.7,254,86628,99659,1963100,16
2012,10,Lancaster County,PA,sandy,EX,2,1,1,1,38331.38,80045.177,55,960,2.2,0.001134122,7.2,189600,193306,202800,30901300,230
2012,10,Lawrence County,PA,sandy,EX,2,1,1,1,5562,23205,35,993,4.5,0.001660318,10.8,96800,36712,40956,4581100,68
2012,10,Mercer County,PA,sandy,EX,2,1,1,1,2.164,1.627,35,994,1.5,0.000502717,9.3,103700,46389,51719,2961600,26
2017,10,Mercer County,PA,nate,EX,2,1,1,1,131.32,132.3,25,1005,0.352941176,0.000115126,9.9,163,45805,52117,680000,6
2018,9,Somerset County,PA,florence,EX,2,1,1,1,64888.618,72528.464,25,1007,0.461538462,0.000286302,8.9,81,29708,38421,1029800,11
2017,10,Warren County,PA,nate,EX,2,1,1,1,-17047.799,-13309.007,25,1005,0.545454545,0.000636645,9.5,39,17095,23561,1189600,15
2018,9,Wayne County,PA,florence,EX,2,1,1,1,19232.592,19156.838,25,1006,0.545454545,0.000124069,6.9,142,18739,32240,900000,4
2012,10,Westmoreland County,PA,sandy,EX,2,1,1,1,1652.084,2796.289,40,990,1,0.001349913,7.2,131800,153064,168159,25640100,227
2018,9,Westmoreland County,PA,florence,EX,3,1,1,1,5988.436,5558.604,25,1007,0.461538462,0.000129246,6.7,547,151665,170218,2157700,22
2018,9,Wyoming County,PA,florence,EX,11,1,1,1,113823.648,103638.189,25,1006,0.545454545,0.000518403,7.5,51,10784,13503,780600,7
2012,10,York County,PA,sandy,EX,2,1,1,1,1920702.692,2049427.01,55,972,1.2,0.001606997,6.7,177200,168128,178594,37888200,287
2013,6,Newport County,RI,andrea,EX,2,1,1,1,134688,117799,40,998,1,0.018406231,5.4,355800,34774,41725,153253900,768
2013,6,Washington County,RI,andrea,EX,2,1,1,1,349.308,424.227,40,998,1,0.021700428,4.4,321900,49430,62349,282414100,1353
2018,9,Aiken County,SC,florence,TS,2,1,1,1,197156.997,239735.004,35,1002,3.5,0.000171201,12.9,424,66710,75934,2447200,13
2012,5,Beaufort County,SC,beryl,TS,2,1,1,1,4.688,6.459,35,1003,1,0.141978717,7.7,279400,64042,92373,2695181100,13115
2013,6,Beaufort County,SC,andrea,TS,3,1,1,1,-15.349,-10.401,40,996,0.545454545,0.12132828,8.5,275500,64417,92872,2313795200,11268
2016,9,Beaufort County,SC,hermine,TS,2,1,1,1,-17.62,-16.133,50,991,0.75,0.07237586,8.1,2500,67345,94631,1347210500,6849
2012,5,Berkeley County,SC,beryl,TS,3,1,1,1,1541197.634,1538667.309,40,1001,1,0.018894179,11.3,150900,63390,73303,303387900,1385
2013,6,Berkeley County,SC,andrea,TS,2,1,1,1,1267030.753,1183299.387,40,996,0.545454545,0.016397194,11.4,150400,65392,74281,261459900,1218
2016,5,Berkeley County,SC,bonnie,TD,2,1,1,1,1183090.978,933058.759,25,1011.5,12,0.011449057,10.1,647,70482,77823,194382300,891
2018,9,Calhoun County,SC,florence,TS,7,1,1,1,296774.397,309015.306,40,999,5,0.000134481,11.1,29,6121,7436,150000,1
2019,10,Calhoun County,SC,nestor,EX,2,1,1,1,335115.56,146428.056,40,1002,0.5,0,11.1,29,6121,7436,0,0
2012,5,Charleston County,SC,beryl,TS,3,1,1,1,54389.175,56244.724,40,1001,1,0.097417269,12.4,240600,140932,170401,3454485500,16600
2016,5,Charleston County,SC,bonnie,TD,2,1,1,1,33054.935,44999.913,30,1009,7,0.04144403,11.3,5014,150921,178168,1526321900,7384
2016,10,Charleston County,SC,matthew,H1,2,1,1,1,47025.709,42556.341,75,971,1.5,0.034192448,11.3,5014,150921,178168,1282132900,6092
2018,10,Chester County,SC,michael,TS,2,1,1,1,36824.282,40947.962,45,990,0.6,0,16.4,7,12453,14752,0,0
2018,9,Clarendon County,SC,florence,TS,2,1,1,1,0,0,45,998,6,0.000338238,18.3,73,13327,17739,955500,6
2012,5,Colleton County,SC,beryl,TS,2,1,1,1,92399,178064.999,35,1002,2,0.03600242,17.8,92900,15119,19832,165462100,714
2013,6,Colleton County,SC,andrea,TS,2,1,1,1,17953,150264.003,40,996,0.545454545,0.020647773,16.2,89900,14905,19760,87235400,408
2016,9,Colleton County,SC,hermine,TS,3,1,1,1,484.384,462.72,50,991,0.75,0.009377059,16.8,64,14865,19729,40687100,185
2019,10,Darlington County,SC,nestor,EX,2,1,1,1,508722.197,592578.543,40,1002,0.5,3.26E-05,17.3,58,26592,30677,250000,1
2013,6,Dorchester County,SC,andrea,TS,2,1,1,1,0,0,40,996,0.545454545,0.013514243,9.7,167400,50321,55571,144167600,751
2016,5,Dorchester County,SC,bonnie,TD,2,1,1,1,10327,14617,30,1010,7,0.00745079,9.5,144,53005,57712,85470300,430
2018,10,Fairfield County,SC,michael,TS,3,1,1,1,687221.913,91431.249,45,990,0.6,0.000590667,17.3,24,8979,11851,1325600,7
2013,6,Florence County,SC,andrea,EX,3,1,1,1,46540.94,44950.683,40,996,0.75,0.001739575,15.7,114900,51332,58635,17097800,102
2012,5,Georgetown County,SC,beryl,TS,2,1,1,1,178971.787,280960.606,40,1001,1,0.066060984,13.3,165700,22361,33681,454751800,2225
2016,5,Georgetown County,SC,bonnie,LO,2,1,1,1,119784.866,273188.732,25,1010,14,0.030213253,14.5,473,24379,34091,205290200,1030
2016,9,Georgetown County,SC,hermine,TS,17,1,1,1,380720.443,146927.826,50,991,1.607142857,0.023671937,14.5,473,24379,34091,172026500,807
2016,10,Georgetown County,SC,matthew,H1,16,1,2,2,380720.443,186015.35,75,971,1.5,0.022762606,14.5,473,24379,34091,164727400,776
2018,9,Georgetown County,SC,florence,TS,3,1,1,1,223586.337,140367.331,55,986,5,0.009448235,12.8,441,25111,35033,72770400,331
2018,9,Greenville County,SC,florence,TD,2,1,1,1,2981.279,2730.795,30,1007.5,2.166666667,0.000332192,8.9,1301,189334,207711,13215800,69
2018,9,Greenwood County,SC,florence,TD,2,1,1,1,3746.657,3617.773,30,1006,3,0.000191198,17.1,113,27207,31381,1325000,6
2012,5,Horry County,SC,beryl,TS,3,1,1,1,1110.559,1101.91,40,1000,3,0.092591594,12.8,164000,113412,185438,2621706800,17170
2015,5,Horry County,SC,ana,TS,3,1,1,1,608.873,596.398,40,1002,9,0.033631255,13.1,445,118738,191102,1115117800,6427
2016,9,Horry County,SC,hermine,TS,4,1,1,1,539.827,490.542,55,992,0.857142857,0.025873114,12.6,449,122125,193560,832521600,5008
2018,9,Horry County,SC,florence,TS,5,1,1,1,973.366,802.179,60,978,5,0.007643716,11.7,729,128586,201996,276406400,1544
2012,5,Jasper County,SC,beryl,TS,2,1,1,1,31785.452,499285.385,35,1003,1,0.017232938,12.9,93800,8079,10213,36645000,176
2013,6,Jasper County,SC,andrea,TS,2,1,1,1,357176.303,455081.205,40,996,0.545454545,0.012490392,16.1,90200,8563,10408,25651200,130
2016,9,Jasper County,SC,hermine,TS,35,1,1,1,545925.995,536331,50,991,0.75,0.009611864,17.8,45,9298,10924,19831500,105
2018,10,Lancaster County,SC,michael,TS,2,1,1,1,15413.365,17139.394,45,990,0.6,0.000383982,10.9,58,32632,36460,3025000,14
2018,9,Laurens County,SC,florence,TD,5,1,1,1,1218,664,30,1007,1.5,0.000192419,15.5,128,25373,31182,820300,6
2018,9,Marion County,SC,florence,TS,2,1,1,1,0,0,60,983,2,0.000870847,18.2,9,11538,14928,1745000,13
2019,10,Marlboro County,SC,nestor,EX,2,1,1,1,0,0,40,1002,0.5,0,22.9,4,9584,12021,0,0
2018,10,McCormick County,SC,michael,TS,2,1,1,1,53221.364,59181.232,50,984,0.666666667,0,13.5,22,3967,5587,0,0
2013,6,Orangeburg County,SC,andrea,TS,2,1,1,1,220998.097,243806.065,40,996,0.545454545,0.001088783,20,84700,34180,42249,7420400,46
2018,9,Orangeburg County,SC,florence,TS,12,1,1,1,210193.28,120627.435,40,1001,2,0.000234252,19.1,190,32966,42689,2050000,10
2019,10,Orangeburg County,SC,nestor,EX,2,1,1,1,181293.856,194047.589,40,1002,0.5,4.69E-05,19.1,190,32966,42689,450000,2
2019,10,Richland County,SC,nestor,EX,3,1,1,1,213348.202,60551.915,40,1002,0.5,8.77E-05,11.4,679,150309,171000,3141000,15
2018,9,Saluda County,SC,florence,TD,9,1,1,1,1962.546,1605.253,35,1005,1.5,0.000213129,11.9,51,7211,9384,486000,2
2018,10,Saluda County,SC,michael,TS,8,1,2,2,1962.546,1693.027,45,987,1.266666667,0.000106564,11.9,51,7211,9384,250000,1
2018,9,Spartanburg County,SC,florence,TD,2,1,1,1,5894.185,5036.398,25,1007,2.166666667,0.000109503,10.9,332,114640,127850,2477300,14
2010,9,Atascosa County,TX,hermine,TS,9,1,1,1,286253,282706,45,994,1.2,0.001276991,15.3,80400,14521,17228,2426700,22
2015,6,Bastrop County,TX,bill,TD,2,1,1,1,459500,590465,40,999,1.5,0.00267597,10.1,81,25454,29522,12862900,79
2015,6,Bell County,TX,bill,TD,2,1,1,1,642366,677575,30,999,1.2,0.001207436,12.1,420,109844,131684,26659600,159
2010,9,Bexar County,TX,hermine,TS,11,1,1,1,2000162.07,1172184.571,40,996,2.7,0.002051788,13.2,117100,580224,642854,208559600,1319
2015,6,Bosque County,TX,bill,TD,2,1,1,1,162681.503,407114.384,30,999,2.7,0.002074474,10.6,79,6999,9641,2747100,20
2019,9,Brazoria County,TX,imelda,TS,4,1,1,1,1030131.307,922715.394,40,1003,6,0.001410532,7.2,89,118762,133283,41529600,188
2015,6,Calhoun County,TX,bill,TS,2,1,1,1,482320.15,468677.422,50,997,7.5,0.036015854,14.4,3,7994,11606,69171500,418
2017,8,Calhoun County,TX,harvey,TS,6,1,1,1,449036.4,390572.731,40,997,6,0.016220326,10,0,7733,11837,33472600,192
2010,7,Cameron County,TX,two,TD,2,1,1,1,12177.966,10520.205,25,1007,7,0.029903761,30,74000,113547,140484,574398400,4201
2010,9,Cameron County,TX,hermine,TS,10,1,1,1,12177.966,12878.74,55,990,5.2,0.02670055,30,74000,113547,140484,504559600,3751
2015,6,Cooke County,TX,bill,TD,6,1,1,1,35985,26119,25,1000,2.7,0.002580877,11.2,67,14598,16661,6414300,43
2015,6,Denton County,TX,bill,TD,2,1,1,1,11644.871,12955.862,25,1000,1.5,0.001493982,5.8,1433,257275,273765,77453600,409
2015,6,Fayette County,TX,bill,TD,2,1,1,1,805247.004,971769.999,40,999,1.5,0.002454165,7.8,232,9558,13854,5474600,34
2017,8,Goliad County,TX,harvey,H1,3,1,1,1,354996.999,375836.996,65,978,5,0.001331913,11.2,77,2755,3754,1043000,5
2017,8,Gonzales County,TX,harvey,TS,18,1,1,1,834.356,680.137,40,998,6,0.001688809,13.5,42,7018,8882,1694300,15
2010,7,Hidalgo County,TX,two,TD,2,1,1,1,721841,667061,25,1007,3,0.008955224,30.5,73000,205971,243210,306034500,2178
2015,6,Johnson County,TX,bill,TD,2,1,1,1,0,28200,30,999,1.5,0.001676618,9.3,151,53685,58451,15696900,98
2010,9,Kenedy County,TX,hermine,TS,2,1,1,1,115847,89913,55,991,1.2,0.007092199,15.9,71000,92,282,300000,2
2011,7,Kenedy County,TX,don,TD,5,1,1,1,192053,186421,35,1007,1,0.015267176,22.7,54400,82,262,575000,4
2017,8,Matagorda County,TX,harvey,TS,3,1,1,1,1915879,1922021,40,997,3,0.012810498,16.9,16,13811,19203,39027700,246
2015,6,McLennan County,TX,bill,TD,2,1,1,1,21043,474221,30,999,1.2,0.001557745,14.7,153,86769,96935,26182800,151
2015,6,Milam County,TX,bill,TD,2,1,1,1,375627.996,733301.996,30,999,1.2,0.00088308,14.8,51,9346,11324,611700,10
2017,6,Newton County,TX,cindy,TS,2,1,1,1,689617.355,598972.231,40,993,3.666666667,0.004412576,8.4,0,4781,7252,3386800,32
2011,7,Nueces County,TX,don,LO,2,1,1,1,701487.802,794940.335,30,1008,1.333333333,0.050610209,14.7,107900,121969,139952,1146997300,7083
2017,6,Orange County,TX,cindy,TS,2,1,1,1,572198.998,624013,45,992,1.666666667,0.018745396,10.5,58,32272,36649,118807000,687
2010,9,Shackelford County,TX,hermine,TD,2,1,1,1,97241,81141,20,1005,3.5,0.004278729,9.4,69000,1195,1636,518000,7
2015,6,Tarrant County,TX,bill,TD,2,1,1,1,10077.827,19459.252,25,999,3,0.001781755,11.6,3369,673737,732985,233321800,1306
2015,6,Victoria County,TX,bill,TS,2,1,1,1,151528.9,132267.94,50,998,1.5,0.007525923,12.4,48,32510,35876,48480200,270
2017,8,Victoria County,TX,harvey,TS,11,1,1,1,217985.774,169487.363,35,997,6,0.00191744,10.9,60,32734,36507,13022500,70
2010,9,Wichita County,TX,hermine,TD,12,1,1,1,7563.863,-58.816,20,1005,1,0.005635126,11.9,87400,48601,55367,35553800,312
2015,6,Wise County,TX,bill,TD,2,1,1,1,779654.561,1038188.529,25,1000,1.5,0.001714262,8.7,100,21068,23917,5614100,41
2010,9,Young County,TX,hermine,TD,12,1,1,1,84673,35556,20,1005,1.5,0.002666976,10.7,69400,7484,8624,1852500,23
2013,6,Accomack County,VA,andrea,EX,2,1,1,1,547.784,9124.703,40,997,2,0.038564338,13.4,153600,14333,20952,136151600,808
2015,5,Accomack County,VA,ana,LO,2,1,1,1,739.078,27917.055,30,1012,3,0.028481765,12.2,38,13961,21031,103779700,599
2018,10,Greensville County,VA,michael,EX,2,1,1,1,474.035,527.119,60,985,0.857142857,0,11.8,8,3688,4179,0,0
2019,10,Hampton city,VA,nestor,EX,3,1,1,1,3066.226,3152.051,40,1001,1.5,0.002112301,11.4,135,53700,60124,25353100,127
2013,6,Isle of Wight County,VA,andrea,EX,3,1,1,1,22583.375,20700.227,40,997,0.428571429,0.007509641,8.8,249600,13560,14781,22458400,111
2018,10,Isle of Wight County,VA,michael,EX,2,1,1,1,25936.497,26914.163,60,985,0.857142857,0.000773645,7.1,95,14304,15511,2520000,12
2019,10,Isle of Wight County,VA,nestor,EX,2,1,1,1,26197.761,27499.331,40,1002,2.166666667,0,7.1,95,14304,15511,0,0
2015,5,Northampton County,VA,ana,LO,2,1,1,1,28.449,176.886,30,1012,3,0.018298512,16,75,5248,7323,30141000,134
2018,10,Portsmouth city,VA,michael,EX,8,1,1,1,17876,18337,60,985,0.857142857,0.003350043,12.9,73,36471,40895,26137700,137
2017,6,Rockingham County,VA,cindy,LO,2,1,1,1,1086.044,2470.144,25,1003,0.315789474,0.001031785,7.7,120,30503,34891,4950800,36
2013,6,Southampton County,VA,andrea,EX,2,1,1,1,9.577,22.192,40,997,0.428571429,0.002536038,12.3,150000,6708,7492,2888900,19
2018,10,Southampton County,VA,michael,EX,2,1,1,1,35556.083,36162.835,60,985,0.857142857,0.00052687,8.4,20,6522,7592,867000,4
2015,5,Suffolk city,VA,ana,TD,2,1,1,1,1852.042,1961.277,30,1012,1.2,0.003258845,8.9,252,30990,34368,22915900,112
2018,10,Suffolk city,VA,michael,EX,2,1,1,1,1167.803,1635.553,60,985,0.857142857,0.001049347,8.9,175,33198,36213,7832500,38
2013,6,York County,VA,andrea,EX,2,1,1,1,29343,123682,40,997,0.428571429,0.028771877,5,316800,24071,26797,165151700,771
