year,month,county,abrState,name,CAT,recovery,numInMonth,numInSeason,recoverCount,prevProd,Production,vmax,mslp,time,takeupTotal,ratePoverty,houseMedianValue,houseOccupied,houseTotal,sumBuildingCoverage,policyCount
2017,3,Effingham County,GA,hermine,TS,8,1,1,7,1061042,764091.683,50,990,1.35,0.003952018,7,49,19584,21508,14222300,85
2017,4,Effingham County,GA,hermine,TS,8,1,1,8,1061042,1092336.912,50,990,1.35,0.004091501,7,49,19584,21508,14872300,88
2013,6,Glynn County,GA,andrea,TS,5,1,1,1,40553.269,35974.067,40,995,0.545454545,0.113182619,15.3,162900,31547,40872,890223300,4626
2013,7,Glynn County,GA,andrea,TS,5,1,1,2,40553.269,38446.6,40,995,0.545454545,0.11651008,15.3,162900,31547,40872,901048800,4762
2013,8,Glynn County,GA,andrea,TS,5,1,1,3,40553.269,35110.242,40,995,0.545454545,0.105769231,15.3,162900,31547,40872,822112000,4323
2013,9,Glynn County,GA,andrea,TS,5,1,1,4,40553.269,39269.24,40,995,0.545454545,0.105842631,15.3,162900,31547,40872,817623100,4326
2013,10,Glynn County,GA,andrea,TS,5,1,1,5,40553.269,42228.792,40,995,0.545454545,0.100215306,15.3,162900,31547,40872,780605300,4096
2016,6,Glynn County,GA,colin,EX,22,1,1,1,45348.78,41874.519,45,1001,1.5,0.059763342,15.2,522,32623,41748,495952600,2495
2016,7,Glynn County,GA,colin,EX,22,1,1,2,45348.78,42996.249,45,1001,1.5,0.058541727,15.2,522,32623,41748,483144200,2444
2016,8,Glynn County,GA,colin,EX,22,1,1,3,45348.78,41864.278,45,1001,1.5,0.053918751,15.2,522,32623,41748,447199300,2251
2016,9,Glynn County,GA,colin,EX,22,1,1,4,45348.78,43549.993,45,1001,1.5,0.052697135,15.2,522,32623,41748,435897600,2200
2016,9,Glynn County,GA,julia,TS,19,1,2,1,45348.78,43549.993,40,1011,4.5,0.052697135,15.2,522,32623,41748,435897600,2200
2016,10,Glynn County,GA,colin,EX,22,1,1,5,45348.78,33061.299,45,1001,1.5,0.050804829,15.2,522,32623,41748,422595700,2121
2016,10,Glynn County,GA,julia,TS,19,1,2,2,45348.78,33061.299,40,1011,4.5,0.050804829,15.2,522,32623,41748,422595700,2121
2016,11,Glynn County,GA,colin,EX,22,1,1,6,45348.78,38960.833,45,1001,1.5,0.050062278,15.2,522,32623,41748,416243300,2090
2016,11,Glynn County,GA,julia,TS,19,1,2,3,45348.78,38960.833,40,1011,4.5,0.050062278,15.2,522,32623,41748,416243300,2090
2016,12,Glynn County,GA,colin,EX,22,1,1,7,45348.78,41992.076,45,1001,1.5,0.049271821,15.2,522,32623,41748,410876200,2057
2016,12,Glynn County,GA,julia,TS,19,1,2,4,45348.78,41992.076,40,1011,4.5,0.049271821,15.2,522,32623,41748,410876200,2057
2017,1,Glynn County,GA,colin,EX,22,1,1,8,45348.78,42380.724,45,1001,1.5,0.046573205,16.1,610,33200,42299,394579700,1970
2017,1,Glynn County,GA,julia,TS,19,1,2,5,45348.78,42380.724,40,1011,4.5,0.046573205,16.1,610,33200,42299,394579700,1970
2017,2,Glynn County,GA,colin,EX,22,1,1,9,45348.78,38889.467,45,1001,1.5,0.045343862,16.1,610,33200,42299,383478000,1918
2017,2,Glynn County,GA,julia,TS,19,1,2,6,45348.78,38889.467,40,1011,4.5,0.045343862,16.1,610,33200,42299,383478000,1918
2017,3,Glynn County,GA,colin,EX,22,1,1,10,45348.78,40736.477,45,1001,1.5,0.044161801,16.1,610,33200,42299,373083100,1868
2017,3,Glynn County,GA,julia,TS,19,1,2,7,45348.78,40736.477,40,1011,4.5,0.044161801,16.1,610,33200,42299,373083100,1868
2017,4,Glynn County,GA,colin,EX,22,1,1,11,45348.78,42389.789,45,1001,1.5,0.03988274,16.1,610,33200,42299,344983800,1687
2017,4,Glynn County,GA,julia,TS,19,1,2,8,45348.78,42389.789,40,1011,4.5,0.03988274,16.1,610,33200,42299,344983800,1687
2017,5,Glynn County,GA,colin,EX,22,1,1,12,45348.78,25515.224,45,1001,1.5,0.038298778,16.1,610,33200,42299,327415400,1620
2017,5,Glynn County,GA,julia,TS,19,1,2,9,45348.78,25515.224,40,1011,4.5,0.038298778,16.1,610,33200,42299,327415400,1620
2017,6,Glynn County,GA,colin,EX,22,1,1,13,45348.78,40104.115,45,1001,1.5,0.037613182,16.1,610,33200,42299,321778300,1591
2017,6,Glynn County,GA,julia,TS,19,1,2,10,45348.78,40104.115,40,1011,4.5,0.037613182,16.1,610,33200,42299,321778300,1591
2017,7,Glynn County,GA,colin,EX,22,1,1,14,45348.78,43275.186,45,1001,1.5,0.036360198,16.1,610,33200,42299,309663100,1538
2017,7,Glynn County,GA,julia,TS,19,1,2,11,45348.78,43275.186,40,1011,4.5,0.036360198,16.1,610,33200,42299,309663100,1538
2017,8,Glynn County,GA,colin,EX,22,1,1,15,45348.78,42890.479,45,1001,1.5,0.033523251,16.1,610,33200,42299,287140500,1418
2017,8,Glynn County,GA,julia,TS,19,1,2,12,45348.78,42890.479,40,1011,4.5,0.033523251,16.1,610,33200,42299,287140500,1418
2017,9,Glynn County,GA,colin,EX,22,1,1,16,45348.78,29236.19,45,1001,1.5,0.032790373,16.1,610,33200,42299,278915100,1387
2017,9,Glynn County,GA,julia,TS,19,1,2,13,45348.78,29236.19,40,1011,4.5,0.032790373,16.1,610,33200,42299,278915100,1387
2017,10,Glynn County,GA,colin,EX,22,1,1,17,45348.78,43555.838,45,1001,1.5,0.030355328,16.1,610,33200,42299,257956600,1284
2017,10,Glynn County,GA,julia,TS,19,1,2,14,45348.78,43555.838,40,1011,4.5,0.030355328,16.1,610,33200,42299,257956600,1284
2017,11,Glynn County,GA,colin,EX,22,1,1,18,45348.78,43886.671,45,1001,1.5,0.028700442,16.1,610,33200,42299,242524900,1214
2017,11,Glynn County,GA,julia,TS,19,1,2,15,45348.78,43886.671,40,1011,4.5,0.028700442,16.1,610,33200,42299,242524900,1214
2017,12,Glynn County,GA,colin,EX,22,1,1,19,45348.78,42555.212,45,1001,1.5,0.02730561,16.1,610,33200,42299,231319500,1155
2017,12,Glynn County,GA,julia,TS,19,1,2,16,45348.78,42555.212,40,1011,4.5,0.02730561,16.1,610,33200,42299,231319500,1155
2018,1,Glynn County,GA,colin,EX,22,1,1,20,45348.78,43321.764,45,1001,1.5,0.025256548,14.6,569,33777,42682,216677500,1078
2018,1,Glynn County,GA,julia,TS,19,1,2,17,45348.78,43321.764,40,1011,4.5,0.025256548,14.6,569,33777,42682,216677500,1078
2018,2,Glynn County,GA,colin,EX,22,1,1,21,45348.78,40891.165,45,1001,1.5,0.021929619,14.6,569,33777,42682,186634800,936
2018,2,Glynn County,GA,julia,TS,19,1,2,18,45348.78,40891.165,40,1011,4.5,0.021929619,14.6,569,33777,42682,186634800,936
2018,3,Glynn County,GA,colin,EX,22,1,1,22,45348.78,47131.86,45,1001,1.5,0.020781594,14.6,569,33777,42682,175696900,887
2018,3,Glynn County,GA,julia,TS,19,1,2,19,45348.78,47131.86,40,1011,4.5,0.020781594,14.6,569,33777,42682,175696900,887
2011,9,Heard County,GA,lee,EX,11,1,1,1,2104959.003,1557234.002,20,999,1,0,22,86800,4364,5120,0,0
2011,10,Heard County,GA,lee,EX,11,1,1,2,2104959.003,1126788,20,999,1,0,22,86800,4364,5120,0,0
2011,11,Heard County,GA,lee,EX,11,1,1,3,2104959.003,539581,20,999,1,0,22,86800,4364,5120,0,0
2011,12,Heard County,GA,lee,EX,11,1,1,4,2104959.003,1456350.999,20,999,1,0,22,86800,4364,5120,0,0
2012,1,Heard County,GA,lee,EX,11,1,1,5,2104959.003,1232300.001,20,999,1,0,22,86800,4364,5120,0,0
2012,2,Heard County,GA,lee,EX,11,1,1,6,2104959.003,1398127.002,20,999,1,0,22,86800,4364,5120,0,0
2012,3,Heard County,GA,lee,EX,11,1,1,7,2104959.003,1338152.004,20,999,1,0,22,86800,4364,5120,0,0
2012,4,Heard County,GA,lee,EX,11,1,1,8,2104959.003,1429342.999,20,999,1,0,22,86800,4364,5120,0,0
2012,5,Heard County,GA,lee,EX,11,1,1,9,2104959.003,1672930,20,999,1,0,22,86800,4364,5120,0,0
2012,6,Heard County,GA,lee,EX,11,1,1,10,2104959.003,1814129.002,20,999,1,0.000194666,22.9,88900,4342,5137,139000,1
2012,7,Heard County,GA,lee,EX,11,1,1,11,2104959.003,2197884,20,999,1,0.000389332,22.9,88900,4342,5137,248800,2
2016,9,Lanier County,GA,hermine,TS,2,1,1,1,447.597,529.848,60,987,0.571428571,0.000466092,27,4,3733,4291,60000,2
2016,10,Lanier County,GA,hermine,TS,2,1,1,2,447.597,628.96,60,987,0.571428571,0.000466092,27,4,3733,4291,60000,2
2012,5,Liberty County,GA,beryl,TD,4,1,1,1,9171,6593,25,1004,2.2,0.015411216,14.9,126800,22991,26604,64889800,410
2012,6,Liberty County,GA,beryl,TD,4,1,1,2,9171,8714,25,1004,2.2,0.015373628,14.9,126800,22991,26604,64547300,409
2012,7,Liberty County,GA,beryl,TD,4,1,1,3,9171,6179,25,1004,2.2,0.016050218,14.9,126800,22991,26604,67592700,427
2012,8,Liberty County,GA,beryl,TD,4,1,1,4,9171,9215,25,1004,2.2,0.015373628,14.9,126800,22991,26604,64376600,409
2013,6,Liberty County,GA,andrea,TS,5,1,1,1,9707,9198,40,996,0.545454545,0.011658322,15.6,126900,23046,26762,50194400,312
2013,7,Liberty County,GA,andrea,TS,5,1,1,2,9707,9426,40,996,0.545454545,0.012480383,15.6,126900,23046,26762,53850700,334
2013,8,Liberty County,GA,andrea,TS,5,1,1,3,9707,9350,40,996,0.545454545,0.01188252,15.6,126900,23046,26762,51402400,318
2013,9,Liberty County,GA,andrea,TS,5,1,1,4,9707,9340,40,996,0.545454545,0.011583589,15.6,126900,23046,26762,51546900,310
2013,10,Liberty County,GA,andrea,TS,5,1,1,5,9707,9760,40,996,0.545454545,0.012144085,15.6,126900,23046,26762,53384100,325
2016,9,Liberty County,GA,hermine,TS,2,1,1,1,9762,9483,50,990,0.6,0.006609628,14.4,32,22780,27233,30994000,180
2016,10,Liberty County,GA,hermine,TS,2,1,1,2,9762,13268,50,990,0.6,0.006499468,14.4,32,22780,27233,30366600,177
2012,5,Lowndes County,GA,beryl,TD,20,1,1,1,0.579,0.333,25,1005,4.2,0.001355748,15.9,134000,39369,44256,9203200,60
2012,6,Lowndes County,GA,beryl,TD,20,1,1,2,0.579,0.451,25,1005,4.2,0.001310557,15.9,134000,39369,44256,9282700,58
2012,7,Lowndes County,GA,beryl,TD,20,1,1,3,0.579,0.366,25,1005,4.2,0.001265365,15.9,134000,39369,44256,9383700,56
2012,8,Lowndes County,GA,beryl,TD,20,1,1,4,0.579,0.34,25,1005,4.2,0.001287961,15.9,134000,39369,44256,9078800,57
2012,9,Lowndes County,GA,beryl,TD,20,1,1,5,0.579,0.399,25,1005,4.2,0.001242769,15.9,134000,39369,44256,8887000,55
2012,10,Lowndes County,GA,beryl,TD,20,1,1,6,0.579,0.417,25,1005,4.2,0.001152386,15.9,134000,39369,44256,8335200,51
2012,11,Lowndes County,GA,beryl,TD,20,1,1,7,0.579,0.436,25,1005,4.2,0.001107195,15.9,134000,39369,44256,7608800,49
2012,12,Lowndes County,GA,beryl,TD,20,1,1,8,0.579,0.21,25,1005,4.2,0.001107195,15.9,134000,39369,44256,7340600,49
2013,1,Lowndes County,GA,beryl,TD,20,1,1,9,0.579,0,25,1005,4.2,0.001009625,16.7,133700,39722,44571,6873500,45
2013,2,Lowndes County,GA,beryl,TD,20,1,1,10,0.579,0,25,1005,4.2,0.000964753,16.7,133700,39722,44571,6502600,43
2013,3,Lowndes County,GA,beryl,TD,20,1,1,11,0.579,0,25,1005,4.2,0.001009625,16.7,133700,39722,44571,7002600,45
2013,4,Lowndes County,GA,beryl,TD,20,1,1,12,0.579,0,25,1005,4.2,0.001121806,16.7,133700,39722,44571,7662600,50
2013,5,Lowndes County,GA,beryl,TD,20,1,1,13,0.579,0,25,1005,4.2,0.001009625,16.7,133700,39722,44571,6382600,45
2013,6,Lowndes County,GA,beryl,TD,20,1,1,14,0.579,0,25,1005,4.2,0.000897445,16.7,133700,39722,44571,6057200,40
2013,7,Lowndes County,GA,beryl,TD,20,1,1,15,0.579,0,25,1005,4.2,0.000897445,16.7,133700,39722,44571,6107200,40
2013,8,Lowndes County,GA,beryl,TD,20,1,1,16,0.579,0,25,1005,4.2,0.001009625,16.7,133700,39722,44571,6812800,45
2013,9,Lowndes County,GA,beryl,TD,20,1,1,17,0.579,0,25,1005,4.2,0.001076933,16.7,133700,39722,44571,7464400,48
2013,10,Lowndes County,GA,beryl,TD,20,1,1,18,0.579,0,25,1005,4.2,0.001009625,16.7,133700,39722,44571,7025900,45
2013,11,Lowndes County,GA,beryl,TD,20,1,1,19,0.579,0,25,1005,4.2,0.00109937,16.7,133700,39722,44571,7681400,49
2013,12,Lowndes County,GA,beryl,TD,20,1,1,20,0.579,367,25,1005,4.2,0.001144242,16.7,133700,39722,44571,8108200,51
2016,9,Lowndes County,GA,hermine,TS,11,1,1,1,30457.742,31457.335,60,987,0.571428571,0.000481285,17.3,69,39809,45711,3141900,22
2016,10,Lowndes County,GA,hermine,TS,11,1,1,2,30457.742,28811.68,60,987,0.571428571,0.000503161,17.3,69,39809,45711,3191900,23
2016,11,Lowndes County,GA,hermine,TS,11,1,1,3,30457.742,27989.41,60,987,0.571428571,0.000481285,17.3,69,39809,45711,3173500,22
2016,12,Lowndes County,GA,hermine,TS,11,1,1,4,30457.742,26147.411,60,987,0.571428571,0.000415655,17.3,69,39809,45711,2732900,19
2017,1,Lowndes County,GA,hermine,TS,11,1,1,5,30457.742,27533.333,60,987,0.571428571,0.000366711,18.1,100,40318,46358,2383500,17
2017,2,Lowndes County,GA,hermine,TS,11,1,1,6,30457.742,26633.178,60,987,0.571428571,0.000366711,18.1,100,40318,46358,2383500,17
2017,3,Lowndes County,GA,hermine,TS,11,1,1,7,30457.742,28982.844,60,987,0.571428571,0.00034514,18.1,100,40318,46358,2153200,16
2017,4,Lowndes County,GA,hermine,TS,11,1,1,8,30457.742,26599.297,60,987,0.571428571,0.00034514,18.1,100,40318,46358,2153200,16
2017,5,Lowndes County,GA,hermine,TS,11,1,1,9,30457.742,23614.037,60,987,0.571428571,0.000323569,18.1,100,40318,46358,2149700,15
2017,6,Lowndes County,GA,hermine,TS,11,1,1,10,30457.742,29787.795,60,987,0.571428571,0.000366711,18.1,100,40318,46358,2649700,17
2017,7,Lowndes County,GA,hermine,TS,11,1,1,11,30457.742,32636.967,60,987,0.571428571,0.00034514,18.1,100,40318,46358,2626800,16
2017,9,Lowndes County,GA,irma,TS,10,1,1,1,31450.828,29804.056,50,977,1,0.000323569,18.1,100,40318,46358,2667700,15
2017,10,Lowndes County,GA,irma,TS,10,1,1,2,31450.828,30540.88,50,977,1,0.000366711,18.1,100,40318,46358,2446800,17
2017,11,Lowndes County,GA,irma,TS,10,1,1,3,31450.828,28683.407,50,977,1,0.000323569,18.1,100,40318,46358,2546800,15
2017,12,Lowndes County,GA,irma,TS,10,1,1,4,31450.828,28745.016,50,977,1,0.000323569,18.1,100,40318,46358,2541200,15
2018,1,Lowndes County,GA,irma,TS,10,1,1,5,31450.828,28457.098,50,977,1,0.000298082,18.4,84,40472,46967,2316800,14
2018,2,Lowndes County,GA,irma,TS,10,1,1,6,31450.828,26762.999,50,977,1,0.000298082,18.4,84,40472,46967,2316800,14
2018,3,Lowndes County,GA,irma,TS,10,1,1,7,31450.828,28812.062,50,977,1,0.000319373,18.4,84,40472,46967,2351800,15
2018,4,Lowndes County,GA,irma,TS,10,1,1,8,31450.828,28559.006,50,977,1,0.000319373,18.4,84,40472,46967,2306800,15
2018,5,Lowndes County,GA,irma,TS,10,1,1,9,31450.828,30219.529,50,977,1,0.000319373,18.4,84,40472,46967,2306800,15
2018,6,Lowndes County,GA,irma,TS,10,1,1,10,31450.828,32009.656,50,977,1,0.000340665,18.4,84,40472,46967,2525300,16
2019,10,Mitchell County,GA,nestor,EX,3,1,1,1,35975.736,32266.537,35,1000,1.402597403,0,18.2,7,7889,9047,0,0
2019,11,Mitchell County,GA,nestor,EX,3,1,1,2,35975.736,32185.667,35,1000,1.402597403,0,18.2,7,7889,9047,0,0
2019,12,Mitchell County,GA,nestor,EX,3,1,1,3,35975.736,38124.329,35,1000,1.402597403,0,18.2,7,7889,9047,0,0
2010,8,Muscogee County,GA,five,LO,8,1,1,1,23763.318,22261.908,15,1013,4.5,0.002177271,14.8,131900,72124,82213,25540700,179
2010,9,Muscogee County,GA,five,LO,8,1,1,2,23763.318,18977.9,15,1013,4.5,0.002262416,14.8,131900,72124,82213,27334300,186
2010,10,Muscogee County,GA,five,LO,8,1,1,3,23763.318,18017.559,15,1013,4.5,0.00231107,14.8,131900,72124,82213,25810600,190
2010,11,Muscogee County,GA,five,LO,8,1,1,4,23763.318,16462.574,15,1013,4.5,0.00231107,14.8,131900,72124,82213,27070500,190
2010,12,Muscogee County,GA,five,LO,8,1,1,5,23763.318,21665.226,15,1013,4.5,0.002189435,14.8,131900,72124,82213,25777700,180
2011,1,Muscogee County,GA,five,LO,8,1,1,6,23763.318,16168.234,15,1013,4.5,0.002217698,15.2,134900,72087,82518,26029200,183
2011,2,Muscogee County,GA,five,LO,8,1,1,7,23763.318,17323.098,15,1013,4.5,0.002254054,15.2,134900,72087,82518,26387700,186
2011,3,Muscogee County,GA,five,LO,8,1,1,8,23763.318,25153.637,15,1013,4.5,0.002302528,15.2,134900,72087,82518,27052900,190
2017,9,Muscogee County,GA,irma,LO,5,1,1,1,20806.39,18748.33,35,993,0.666666667,0.00057041,17,231,73179,84150,10033800,48
2017,10,Muscogee County,GA,irma,LO,5,1,1,2,20806.39,18312.516,35,993,0.666666667,0.000653595,17,231,73179,84150,11680200,55
2017,11,Muscogee County,GA,irma,LO,5,1,1,3,20806.39,17789.821,35,993,0.666666667,0.000653595,17,231,73179,84150,10587400,55
2017,12,Muscogee County,GA,irma,LO,5,1,1,4,20806.39,18045.889,35,993,0.666666667,0.000629828,17,231,73179,84150,10386300,53
2018,1,Muscogee County,GA,irma,LO,5,1,1,5,20806.39,36337.944,35,993,0.666666667,0.000615997,16.1,249,72924,84416,10214300,52
2011,9,Polk County,GA,lee,EX,59,1,1,1,84611,10576,20,999,1,0.002310837,17.9,109200,14675,16877,3598000,39
2011,10,Polk County,GA,lee,EX,59,1,1,2,84611,724,20,999,1,0.002784855,17.9,109200,14675,16877,3748600,47
2011,11,Polk County,GA,lee,EX,59,1,1,3,84611,14577,20,999,1,0.002310837,17.9,109200,14675,16877,3863800,39
2011,12,Polk County,GA,lee,EX,59,1,1,4,84611,0,20,999,1,0.002488594,17.9,109200,14675,16877,3952900,42
2012,1,Polk County,GA,lee,EX,59,1,1,5,84611,0,20,999,1,0.002305101,16.2,104400,14633,16919,3934900,39
2012,2,Polk County,GA,lee,EX,59,1,1,6,84611,3034,20,999,1,0.002423311,16.2,104400,14633,16919,4067900,41
2012,3,Polk County,GA,lee,EX,59,1,1,7,84611,14840,20,999,1,0.002423311,16.2,104400,14633,16919,3755500,41
2012,4,Polk County,GA,lee,EX,59,1,1,8,84611,16158,20,999,1,0.00218689,16.2,104400,14633,16919,3383300,37
2012,5,Polk County,GA,lee,EX,59,1,1,9,84611,37767,20,999,1,0.002305101,16.2,104400,14633,16919,3347100,39
2012,6,Polk County,GA,lee,EX,59,1,1,10,84611,55508,20,999,1,0.002305101,16.2,104400,14633,16919,3505500,39
2012,7,Polk County,GA,lee,EX,59,1,1,11,84611,63817,20,999,1,0.002127785,16.2,104400,14633,16919,3046500,36
2012,8,Polk County,GA,lee,EX,59,1,1,12,84611,60598,20,999,1,0.002127785,16.2,104400,14633,16919,2985700,36
2012,9,Polk County,GA,lee,EX,59,1,1,13,84611,29129,20,999,1,0.002245996,16.2,104400,14633,16919,3366700,38
2012,10,Polk County,GA,lee,EX,59,1,1,14,84611,815,20,999,1,0.002659732,16.2,104400,14633,16919,3487400,45
2012,11,Polk County,GA,lee,EX,59,1,1,15,84611,6762,20,999,1,0.00218689,16.2,104400,14633,16919,3463000,37
2012,12,Polk County,GA,lee,EX,59,1,1,16,84611,1729,20,999,1,0.002305101,16.2,104400,14633,16919,3397400,39
2013,1,Polk County,GA,lee,EX,59,1,1,17,84611,709,20,999,1,0.002071374,17.8,107900,14645,16897,3403000,35
2013,2,Polk County,GA,lee,EX,59,1,1,18,84611,1502,20,999,1,0.002130556,17.8,107900,14645,16897,3665200,36
2013,3,Polk County,GA,lee,EX,59,1,1,19,84611,985,20,999,1,0.002130556,17.8,107900,14645,16897,3662200,36
2013,4,Polk County,GA,lee,EX,59,1,1,20,84611,7256,20,999,1,0.002189738,17.8,107900,14645,16897,3724600,37
2013,5,Polk County,GA,lee,EX,59,1,1,21,84611,8745,20,999,1,0.002367284,17.8,107900,14645,16897,3947600,40
2013,6,Polk County,GA,lee,EX,59,1,1,22,84611,22936,20,999,1,0.002367284,17.8,107900,14645,16897,3893600,40
2013,7,Polk County,GA,lee,EX,59,1,1,23,84611,10606,20,999,1,0.00254483,17.8,107900,14645,16897,4229400,43
2013,8,Polk County,GA,lee,EX,59,1,1,24,84611,19224,20,999,1,0.002485648,17.8,107900,14645,16897,4078700,42
2013,9,Polk County,GA,lee,EX,59,1,1,25,84611,26325,20,999,1,0.002485648,17.8,107900,14645,16897,3916500,42
2013,10,Polk County,GA,lee,EX,59,1,1,26,84611,2015,20,999,1,0.002959105,17.8,107900,14645,16897,3950800,50
2013,11,Polk County,GA,lee,EX,59,1,1,27,84611,2031,20,999,1,0.002663195,17.8,107900,14645,16897,4256300,45
2013,12,Polk County,GA,lee,EX,59,1,1,28,84611,5238,20,999,1,0.002663195,17.8,107900,14645,16897,4072900,45
2014,1,Polk County,GA,lee,EX,59,1,1,29,84611,3419,20,999,1,0.002596483,16.5,102000,14778,16946,4265200,44
2014,2,Polk County,GA,lee,EX,59,1,1,30,84611,125,20,999,1,0.002596483,16.5,102000,14778,16946,4282500,44
2014,3,Polk County,GA,lee,EX,59,1,1,31,84611,944,20,999,1,0.002537472,16.5,102000,14778,16946,4134500,43
2014,4,Polk County,GA,lee,EX,59,1,1,32,84611,854,20,999,1,0.002360439,16.5,102000,14778,16946,3839500,40
2014,5,Polk County,GA,lee,EX,59,1,1,33,84611,3309,20,999,1,0.002301428,16.5,102000,14778,16946,3419300,39
2014,6,Polk County,GA,lee,EX,59,1,1,34,84611,24562,20,999,1,0.002301428,16.5,102000,14778,16946,3435600,39
2014,7,Polk County,GA,lee,EX,59,1,1,35,84611,28137,20,999,1,0.002065384,16.5,102000,14778,16946,3144600,35
2014,8,Polk County,GA,lee,EX,59,1,1,36,84611,46526,20,999,1,0.001888351,16.5,102000,14778,16946,2805800,32
2014,9,Polk County,GA,lee,EX,59,1,1,37,84611,17150,20,999,1,0.001947362,16.5,102000,14778,16946,2890700,33
2014,10,Polk County,GA,lee,EX,59,1,1,38,84611,20228,20,999,1,0.002124395,16.5,102000,14778,16946,2795600,36
2014,11,Polk County,GA,lee,EX,59,1,1,39,84611,1397,20,999,1,0.001593296,16.5,102000,14778,16946,2635300,27
2014,12,Polk County,GA,lee,EX,59,1,1,40,84611,0,20,999,1,0.001534285,16.5,102000,14778,16946,2410100,26
2015,1,Polk County,GA,lee,EX,59,1,1,41,84611,1254,20,999,1,0.001476669,16.6,37,14694,16930,2488300,25
2015,2,Polk County,GA,lee,EX,59,1,1,42,84611,0,20,999,1,0.001476669,16.6,37,14694,16930,2611200,25
2015,3,Polk County,GA,lee,EX,59,1,1,43,84611,1355,20,999,1,0.001535735,16.6,37,14694,16930,2626200,26
2015,4,Polk County,GA,lee,EX,59,1,1,44,84611,7553,20,999,1,0.001594802,16.6,37,14694,16930,2524200,27
2015,5,Polk County,GA,lee,EX,59,1,1,45,84611,33624,20,999,1,0.001594802,16.6,37,14694,16930,2524200,27
2015,6,Polk County,GA,lee,EX,59,1,1,46,84611,0,20,999,1,0.001712936,16.6,37,14694,16930,2873700,29
2015,7,Polk County,GA,lee,EX,59,1,1,47,84611,64769,20,999,1,0.001594802,16.6,37,14694,16930,2645300,27
2015,8,Polk County,GA,lee,EX,59,1,1,48,84611,50768,20,999,1,0.001653869,16.6,37,14694,16930,2702300,28
2015,9,Polk County,GA,lee,EX,59,1,1,49,84611,41223,20,999,1,0.002008269,16.6,37,14694,16930,3097300,34
2015,10,Polk County,GA,lee,EX,59,1,1,50,84611,39598,20,999,1,0.002480803,16.6,37,14694,16930,3383000,42
2015,11,Polk County,GA,lee,EX,59,1,1,51,84611,27205,20,999,1,0.002126403,16.6,37,14694,16930,3411100,36
2015,12,Polk County,GA,lee,EX,59,1,1,52,84611,0,20,999,1,0.002067336,16.6,37,14694,16930,2994900,35
2016,1,Polk County,GA,lee,EX,59,1,1,53,84611,1191.778,20,999,1,0.001950124,16.5,94,14868,16922,2662900,33
2016,2,Polk County,GA,lee,EX,59,1,1,54,84611,3585.313,20,999,1,0.002009219,16.5,94,14868,16922,2810900,34
2016,3,Polk County,GA,lee,EX,59,1,1,55,84611,1669.31,20,999,1,0.001950124,16.5,94,14868,16922,2560900,33
2016,4,Polk County,GA,lee,EX,59,1,1,56,84611,60023.951,20,999,1,0.002304692,16.5,94,14868,16922,4285200,39
2016,5,Polk County,GA,lee,EX,59,1,1,57,84611,55197.52,20,999,1,0.002186503,16.5,94,14868,16922,4137200,37
2016,6,Polk County,GA,lee,EX,59,1,1,58,84611,67718.65,20,999,1,0.002245597,16.5,94,14868,16922,4215400,38
2016,7,Polk County,GA,lee,EX,59,1,1,59,84611,86718.575,20,999,1,0.002068313,16.5,94,14868,16922,3809100,35
2010,8,Troup County,GA,five,LO,6,1,1,1,7769.158,7278.292,15,1012,2,0.000618677,15.5,130300,23690,27478,2501900,17
2010,9,Troup County,GA,five,LO,6,1,1,2,7769.158,6204.614,15,1012,2,0.000582284,15.5,130300,23690,27478,2331900,16
2010,10,Troup County,GA,five,LO,6,1,1,3,7769.158,5890.635,15,1012,2,0.000545891,15.5,130300,23690,27478,2601900,15
2010,11,Troup County,GA,five,LO,6,1,1,4,7769.158,5382.255,15,1012,2,0.000545891,15.5,130300,23690,27478,2416900,15
2010,12,Troup County,GA,five,LO,6,1,1,5,7769.158,7083.21,15,1012,2,0.000545891,15.5,130300,23690,27478,2537100,15
2011,1,Troup County,GA,five,LO,6,1,1,6,7769.158,9811.031,15,1012,2,0.000539025,16.2,129100,24233,27828,2773700,15
2018,10,Twiggs County,GA,michael,TS,6,1,1,1,5087.491,5122.559,80,972,0.666666667,0,19.2,0,3031,4240,0,0
2018,11,Twiggs County,GA,michael,TS,6,1,1,2,5087.491,3838.229,80,972,0.666666667,0,19.2,0,3031,4240,0,0
2018,12,Twiggs County,GA,michael,TS,6,1,1,3,5087.491,3576.774,80,972,0.666666667,0,19.2,0,3031,4240,0,0
2019,1,Twiggs County,GA,michael,TS,6,1,1,4,5087.491,4597.397,80,972,0.666666667,0,19.2,0,3031,4240,0,0
2019,2,Twiggs County,GA,michael,TS,6,1,1,5,5087.491,3684.034,80,972,0.666666667,0,19.2,0,3031,4240,0,0
2019,3,Twiggs County,GA,michael,TS,6,1,1,6,5087.491,5798.308,80,972,0.666666667,0,19.2,0,3031,4240,0,0
2018,10,Washington County,GA,michael,TS,4,1,1,1,8083.405,7030.275,50,984,0.666666667,0.000108143,21.5,50,7359,9247,70000,1
2018,11,Washington County,GA,michael,TS,4,1,1,2,8083.405,5612.87,50,984,0.666666667,0.000108143,21.5,50,7359,9247,70000,1
2018,12,Washington County,GA,michael,TS,4,1,1,3,8083.405,6121.382,50,984,0.666666667,0.000108143,21.5,50,7359,9247,70000,1
